
1	25.03.2025	ID21100100	Dr. Bernd Baumann (AfD)	Herr Präsident! Meine Damen und Herren! Heute tritt endlich der neue Bundestag zusammen, einen Monat nach der Wahl. Warum erst jetzt? Weil Union, SPD und Grüne wie ein Parteienkartell jede frühere Einberufung verhinderten. So konnten sie mit den längst abgewählten Mehrheiten des alten Bundestages gleich dreimal das Grundgesetz ändern, gegen den Wählerwillen.  Im neugewählten Bundestag hätte es dafür nie eine Mehrheit gegeben. Keine 1 000 Milliarden Euro Staatskredite, kein Ende der Schuldenbremse und kein Zwang zu Klimaneutralität im Grundgesetz, meine Damen und Herren!  Die Wähler hatten was völlig anderes gewollt. Millionen wählten deshalb Friedrich Merz und die CDU: weil er das versprochen hatte. Aber die Union bestätigte mit ihrem gigantischen Wahlbetrug einmal mehr:  Wer die CDU wählt, bekommt am Ende Links-Grün,  er bekommt offene Grenzen, Massenmigration, 72 Geschlechter und die rot-grüne Regenbogenflagge ganz oben auf dem Bundestag.  Lieber Herr Dr. Baumann – –  Dieses unselige Machtkartell aus Union, SPD und Grünen spielte bereits 2017 beim Einzug der AfD ein abgekartetes Spiel.  Lieber Herr Dr. Baumann, ich bitte Sie, zur Geschäftsordnung zu sprechen; denn um die geht es hier gegenwärtig.  Es änderte noch schnell die Geschäftsordnung,  um zu verhindern, dass der an Lebenserfahrung Älteste den Bundestag eröffnet; das wäre ein AfD-Mann gewesen. Nur um das zu verhindern, änderte dieses Kartell aus SPD, Union und Grünen die Geschäftsordnung. Nicht mal der Älteste durfte eröffnen, sondern der, der am längsten hier im Bundestag sitzt. Damit waren alle AfDler ausgeschlossen, weil wir ja alle neu waren. Wie erbärmlich, wie perfide war diese Aktion!  Und weil das heute noch gilt, eröffnet Gregor Gysi heute den Bundestag  und eben nicht Alexander Gauland, der nach jahrhundertelanger Parlamentstradition rechtmäßige und wahre Alterspräsident hier im Hause.  Anders als Gregor Gysi von der Linken, die ja Rechtsnachfolger der Mauerschützenpartei SED ist, hat Alexander Gauland 40 Jahre seines Lebens in der CDU gedient, unter anderem als Leiter der Hessischen Staatskanzlei. Aber der heutigen Union ist eine Galionsfigur der radikalen Linken lieber als ein verdientes Urgestein  aus ihren eigenen, ehemals konservativen Reihen. Das sagt alles über die heutige CDU, meine Damen und Herren.  Dabei bringt es Ihnen doch gar nichts, uns unsere Rechte beim Alterspräsidenten, Vizepräsidenten, bei den Ausschussvorsitzenden vorzuenthalten.  Herr Dr. Baumann, die Redezeit ist schon vorbei.  Die Mehrheit der Wähler hat doch längst dieses links-grüne Kartell satt.  Ich bitte Sie, zum Abschluss zu kommen.  Wir von der AfD haben uns verdoppelt, sind stärker als je zuvor. Mit Ihren Tricks werden Sie unseren Aufstieg nicht verhindern, meine Damen und Herren.  Das stimmt, aber das verdoppelt nicht die Redezeit.  Falls Sie aber doch irgendwann was Positives für Deutschland unternehmen wollen: Unsere Hand ist immer ausgestreckt.  Ich erteile jetzt dem Kollegen Thorsten Frei von der CDU/CSU-Fraktion das Wort.
1	25.03.2025	ID21100200	Thorsten Frei (CDU/CSU)	Sehr geehrter Herr Alterspräsident! Liebe Kolleginnen und Kollegen! Gott sei Dank leben wir nicht in einer Autokratie, nicht in einer Monarchie. Wenn bei uns das Parlament eröffnet wird, dann macht das einer von uns, ein Mitglied dieses Hauses. Wir müssen bestimmen, wem diese Aufgabe zufällt.  Im Jahr 2017 haben wir entschieden, dass das dienstälteste Mitglied des Hauses diese besondere Aufgabe übernimmt,  bevor eine Präsidentin oder ein Präsident gewählt ist. Insofern ist es kein parlamentsrechtliches Novum des 21. Deutschen Bundestages, sondern es ist etwas, was wir in der Vergangenheit so schon praktiziert haben,  was im Übrigen auch richtig und vernünftig ist.  Das Lebensalter für sich genommen ist genauso wenig ein Verdienst, wie die Jugend ein Verdienst wäre. Wer allerdings langjährig in den Deutschen Bundestag gewählt worden ist, der hat sich diese Erfahrung erarbeitet.  In einer Demokratie, wo man alle vier Jahre vor den Souverän zu treten hat und dieses Mandat bestätigt werden muss, gilt das umso mehr. Ich glaube, es ist richtig, dass wir einen Alterspräsidenten haben, der Erfahrung und Souveränität aufgrund der Dauer der Mitgliedschaft im Deutschen Bundestag mitbringt.  Ich will das ganz offen sagen: Wir haben beispielsweise bei der Eröffnungssitzung des Thüringer Landtages sehen können, was es bedeutet, wenn ein AfD-Alterspräsident zur Chaotisierung der Eröffnungssitzung beiträgt  und der Thüringer Verfassungsgerichtshof dem Alterspräsidenten in den Arm fallen muss, um die Ordnungsmäßigkeit der Parlamentseröffnung sicherzustellen.  Das war würdelos, und das wollen wir im Deutschen Bundestag nicht erleben.  Führt jetzt das Maß des Dienstalters automatisch zum besten Alterspräsidenten? Nein, das glaube ich nicht, und das ist auch heute aus der Sicht unserer Fraktion nicht der Fall.  Aber es ist ein vernünftiger Ansatzpunkt, und deshalb ist es richtig.  Wir sollten uns vom Antrag der AfD, den unsere Fraktion ablehnen wird, nicht davon abhalten lassen, jetzt an die Arbeit zu gehen. Heute entsteht etwas Neues.  Unser Auftrag ist es, für unser Land und die Menschen zu arbeiten. Das ist unser Auftrag, und dem wollen wir nachkommen.  Herzlichen Dank.  Ich erteile nun der Abgeordneten Katja Mast von der SPD-Bundestagsfraktion das Wort.
1	25.03.2025	ID21100300	Katja Mast (SPD)	Herr Alterspräsident! Meine sehr verehrten Kolleginnen und Kollegen! Heute konstituiert sich der 21. Deutsche Bundestag. Das ist ein ganz besonderer Tag. Und ich empfinde es als Ehre – und es ist eine Ehre –, diesem Haus anzugehören.  Zu diesem Tag gehört auch, dass der dienstälteste Abgeordnete eine besondere Rolle einnimmt: die Rolle des Alterspräsidenten. Die Aufgabe ist, die Sitzung zu leiten, bis ein Präsident oder eine Präsidentin gewählt ist. Die Geschäftsordnung ist an dieser Stelle eindeutig:  „Bis der neugewählte Präsident oder einer seiner Stellvertreter das Amt übernimmt, führt das am längsten dem Bundestag angehörende Mitglied, das hierzu bereit ist, den Vorsitz […].“  Wir haben alle im letzten Herbst bei der konstituierenden Sitzung des Thüringer Landtags erlebt,  wie wichtig es ist, dass bei dieser Rolle nicht nur das Alter im Mittelpunkt steht. Die Rede des Kollegen der AfD hat deutlich gemacht,  dass es gut ist, dass heute mit Gregor Gysi eine andere Person die Alterspräsidentschaft hier im Bundestag hat. Ich bin darüber froh.  Natürlich stimmen die Überlegungen des Kollegen Thorsten Frei von gerade eben. Aber langjährige parlamentarische Erfahrung ist wichtig; denn sie ist ein Garant mit dafür, die Würde unserer Demokratie für das ganze Haus heute gut zu repräsentieren.  Die Erfahrungen seit 2017 zeigen, dass die Regelung sinnvoll ist und sich bewährt hat.  Ich denke, dass der heutige Alterspräsident Gregor Gysi, so wie wir ihn kennen,  seine Worte weise, klar wählen  und mit seiner ganz eigenen persönlichen Note ausfüllen wird. Also: Halten wir an dieser bewährten Regelung fest,  damit wir das tun können, wofür wir gewählt worden sind: die Arbeit aufnehmen für die Bürgerinnen und Bürger.  Ich erteile jetzt der Abgeordneten Dr. Irene Mihalic von Bündnis 90/Die Grünen das Wort.
1	25.03.2025	ID21100400	Dr. Irene Mihalic (BÜNDNIS 90/DIE GRÜNEN)	Sehr geehrter Herr Alterspräsident! Liebe Kolleginnen! Liebe Kollegen! Der 21. Deutsche Bundestag ist gerade dabei, sich zu konstituieren, und schon versucht die AfD, wieder Chaos zu stiften  und parlamentarische Prozesse zu diskreditieren.  Bei der Frage, wer die konstituierende Sitzung des Parlaments eröffnet, reden wir inzwischen über ein etabliertes Verfahren durch das dienstälteste Mitglied des Hohen Hauses.  Es geht dabei darum, schon bei der Eröffnung der konstituierenden Sitzung die Würde des Hauses jederzeit zu gewährleisten, der Eröffnung einen angemessenen Rahmen zu geben und durch die sichere Anwendung unserer parlamentarischen Regeln dafür zu sorgen, dass wir in eine geordnete Wahl zur Bestimmung der Präsidentin des Deutschen Bundestages eintreten können.  Dass die AfD weder ein Interesse an geordneten Wahlvorgängen noch an einem würdevollen Ablauf der konstituierenden Sitzung hat,  überrascht in den anderen demokratischen Fraktionen sicherlich niemanden. Das haben wir eben auch sehr eindrucksvoll miterleben dürfen.  Umso wichtiger ist es, dass wir uns davon nicht irritieren lassen, sondern dass wir gemeinsam dafür Sorge tragen, dass die konstituierende Sitzung in ihrem Ablauf nicht angegriffen wird. Dieser beginnt mit der Eröffnung durch den Alterspräsidenten, so wie es die Regeln des Hohen Hauses vorsehen, meine Damen und Herren.  Ganz ehrlich: Ihr Antrag, meine Damen und Herren von der AfD, mit der damit verbundenen Chaotisierung ist der beste Beweis dafür, dass wir sehr gut beraten sind, bei der Eröffnung der konstituierenden Sitzung des Deutschen Bundestages nicht auf das Lebensalter zu setzen, sondern auf langjährige parlamentarische Erfahrung und Routine, meine Damen und Herren.  Im Grunde genommen haben Sie mit Ihrem Antrag und mit Ihrem Auftreten hier, Herr Baumann, selbst das beste Argument dafür geliefert, warum wir Ihren Antrag hier geschlossen ablehnen sollten, was wir selbstverständlich auch tun werden.  Ganz herzlichen Dank.  Ich erteile nun dem Kollegen Christian Görke von der Fraktion Die Linke das Wort.
1	25.03.2025	ID21100500	Christian Görke (Die Linke)	Herr Alterspräsident! Liebe Kolleginnen und Kollegen! Sehr geehrter Herr Baumann, es ist ein Treppenwitz, dass Sie von der AfD hier von Ausgrenzung reden. Dabei ist es doch gerade Ihr Geschäftsmodell, auf Diskriminierung und Ausgrenzung  vieler Gruppen in diesem Land zu setzen. Das mal als Allererstes.  Sie sollten aufhören, sich als Opfer zu inszenieren und sich hier zu echauffieren. Nehmen Sie einfach zur Kenntnis, dass sich die Parlamentstraditionen auch hier im Deutschen Bundestag weiterentwickelt haben;  dazu haben die Kolleginnen Mast, Mihalic und der Kollege Frei alles gesagt.  Im Übrigen möchte ich Sie daran erinnern, mit welcher Begründung Sie am 26.10.2021, also bei der Konstituierung des letzten Deutschen Bundestages, hantiert haben. Mit der Genehmigung des Alterspräsidenten zitiere ich aus einem Antrag der AfD – hören Sie gut zu! –:  „Des Weiteren bewirkt die Anknüpfung an die Dienstjahre im Bundestag die faktische Schlechterstellung Deutscher, die erst seit dem Beitritt der Länder Sachsen, Brandenburg, Thüringen, Sachsen-Anhalt und Mecklenburg-Vorpommern sowie dem Beitrittsgebiet im Ostteil Berlins dem Deutschen Bundestag angehören können […].“  Meine Damen und Herren, liebe Zuschauerinnen und Zuschauer, merken Sie was? Jetzt haben wir einen waschechten Ossi,  Herrn Dr. Gregor Gysi, der seit 1990 mit kurzer Unterbrechung diesem Hohen Haus angehört.  Und Ihnen, Herr Brandner, fällt nichts Besseres ein, als ihn öffentlich mit diesen Zwischenrufen und dieser Rede zu diskreditieren.  Meine Damen und Herren, hören Sie mit diesem Agieren und dieser Trickserei in diesem Parlament auf! Das ist dieses Hauses unwürdig.  Deshalb möchte ich meine verbleibende Redezeit nutzen, um noch etwas, Herr Frei, zum Alterspräsidenten des 21. Deutschen Bundestages zu sagen. Er ist ein Mann, der aufgrund seiner ausgefeilten Rhetorik, seiner oft amüsanten Schlagfertigkeit und vor allem wegen seiner durchaus beachtenswerten Biografie über Parteigrenzen hinaus geschätzt wird.  Er ist ein Alterspräsident, der nicht nur das Parlament aus dem Effeff kennt, sondern sich stets auch für die Herstellung der Deutschen Einheit eingesetzt hat  und vor allen Dingen auch für die Interessen der Ostdeutschen steht.  Ich bin, wie viele andere, auf seine Rede, seine Analysen, Schlussfolgerungen und Empfehlungen gespannt. Allen, die nicht verstehen, weshalb Gregor Gysi heute hier als Alterspräsident die Rede hält: Hören Sie gut zu, meine Damen und Herren! Sie werden viel lernen.  Danke schön.
1	25.03.2025	ID21100600	Alexander Hoffmann (CDU/CSU)	Sehr geehrter Herr Alterspräsident! Geschätzte Kolleginnen und Kollegen! Wir wählen heute die Bundestagspräsidentin und ihre Stellvertreter. Das ist das zweithöchste Amt im Staat, und jedes dieser Ämter gehört zu den zahlreichen Säulen unserer parlamentarischen Demokratie.  Vorher beschließen wir unsere Geschäftsordnung. Die Geschäftsordnung regelt, wie wir hier miteinander arbeiten. Ich würde sagen, die Geschäftsordnung stellt die Querverstrebungen der verschiedenen Säulen unserer Demokratie dar. Und die Geschäftsordnung wird nicht für vier Jahre in Stein gemeißelt sein. Wir haben in der letzten Wahlperiode den Versuch unternommen, sie zu reformieren. Wir wären dafür auch offen gewesen. Es hat leider nicht geklappt. Aber ich will alle Fraktionen einladen, dass wir diese Wahlperiode frühzeitig nutzen, um zu einer Reform der Geschäftsordnung zu kommen.  Und ja, dabei muss auch die Möglichkeit der Abwahl einer Vizepräsidentin oder eines Vizepräsidenten eine Rolle spielen. Denn eines sage ich Ihnen: Wer in diesem Land eine tragende Säule unserer Demokratie sein will, der muss sich zu jedem Zeitpunkt zu unserem Land und zu unserer verfassungsgemäßen Ordnung bekennen, meine Damen und Herren.  Alle Parteien sollen an unserer parlamentarischen Demokratie aktiv mitarbeiten und aktiv mitwirken. Deswegen fassen wir heute den Beschluss, dass jeder Partei ein Vizepräsident zusteht,  also auch der AfD. Aber gerade Ihnen will ich sagen, dass eine Fraktion und auch eine Partei einen Beitrag dazu leisten muss, dass der jeweilige Kandidat auch gewählt wird.  Ich will Ihnen dazu ein Beispiel nennen: Mein Wahlkreis grenzt an Aschaffenburg an. Wir alle haben die abscheuliche Tat von Aschaffenburg noch im Kopf. In meinem Wahlkreis instrumentalisiert die AfD diese abscheuliche Tat. Es wird ein Bild eingesetzt, auf dem Grundschüler zusammen mit Polizisten zu sehen sind. Dieses Bild ist anlässlich eines Verkehrserziehungsunterrichts entstanden. Und die AfD verbreitet dieses Bild und versieht es mit der Botschaft: In Deutschland müssen ab jetzt Grundschüler per Polizeischutz in die Schule gebracht werden.  Und das ist kein Einzelfall.  Das hat bei Ihnen System.  Ich sage Ihnen: Wer die Öffentlichkeit so anlügt,  wer Wählerinnen und Wähler im Land so manipuliert,  wie es die AfD tut, der muss sich nicht wundern, dass man ihn nicht in die Nähe der tragenden Säulen unserer Demokratie lässt, und der muss sich, meine Damen, meine Herren, auch nicht wundern,  dass man ihn nicht zu einer tragenden Säule unserer Demokratie macht.  Als Nächstes hat der Abgeordnete Stephan Brandner von der AfD-Fraktion das Wort.
1	25.03.2025	ID21100700	Stephan Brandner (AfD)	Herr Gysi! Meine Damen und Herren! Welch Ehre, hier vor der größten AfD-Fraktion, die die Welt je gesehen hat, reden zu dürfen  und als einer der Ersten in der 21. Wahlperiode hier das Wort ergreifen zu können. Die Fraktion ist übrigens so groß, dass die Bundestagsverwaltung vergessen hat, hinten eine weitere Sitzreihe einzubauen. Ich hoffe, ihr fühlt euch wohl auf den Klappstühlen da hinten. Das wird zu beheben sein.  Meine Damen und Herren, „gekommen, um zu bleiben“ war bisher unser Anspruch. Wir haben den Anspruch geändert und sagen: Wir bleiben, um noch stärker zu werden. Um Deutschlands willen braucht es eine starke Alternative für Deutschland; denn die anderen, Sie alle, können und wollen es nicht.  Vor der Bundestagswahl stand Deutschland am Abgrund. Inzwischen ist Deutschland zwei Schritte weiter, dank Ihres Wirkens in den Kartellparteien. Tricksen, täuschen, lügen, betrügen – alles gegen die Bürger draußen, gegen die Opposition hier in diesem Hause.  Bis gestern 16:24 Uhr bestand die Möglichkeit, dass die Geschäftsordnung des Deutschen Bundestages unsere gemeinsame Geschäftsordnung wird. Um 16:24 Uhr hat dann die CDU/CSU das Angebot, gemeinsam diesen Antrag einzubringen, zurückgezogen. Sie sind umgekippt, haben in letzter Minute mal wieder kapituliert vor den politischen Schrumpfgermanen von Rot-Grün, haben Ihren Laden eingepackt.  Jetzt wird es wieder Ihre Geschäftsordnung und nicht unsere Geschäftsordnung; denn Sie werden wieder untereinander mauscheln und sie auskungeln.  Und was diese Reform angeht, Herr Frei oder Herr Hoffmann, da schwant mir Böses. Sie werden die Opposition weiter unterdrücken. Sie werden die Geschäftsordnung hier gleich mehrheitlich verabschieden und entgegen der Geschäftsordnung gleich wieder keinen Bundestagsvizepräsidenten der AfD wählen. Also, Sie lügen die Leute schon wieder an. Sie beschließen eine Geschäftsordnung und haben jetzt schon vor, Ihre eigene Geschäftsordnung zu brechen.  Und das ist einfach unsäglich. Das ist erbärmlich.  Auf der anderen Seite werden Sie einen abgehalfterten Ministerpräsidenten, der Thüringen ruiniert hat – von der SED, heute firmiert unter „Die Linke“ –, wahrscheinlich durchwinken. Sie werden einen gescheiterten Parteivorsitzenden der Grünen wahrscheinlich durchwinken. Aber unseren exzellenten Kandidaten, Gerold Otten, werden Sie wahrscheinlich wieder aus ideologischen Gründen, einknickend vor der rot-grünen Mischpoke, ablehnen. Das ist wirklich widerlich, das ist erbärmlich, was Sie hier abziehen, das will ich Ihnen sagen.  Ich bitte Sie, sich in Ihrer Ausdrucksweise etwas zu mäßigen, also der Würde unseres Hauses zu entsprechen.  Wir wollen einen Bundestagspräsidenten und einen Bundestagsvizepräsidenten, der abwählbar ist, der der demokratischen Kontrolle unterliegt. Sie wollen das nicht.  Sie wollen einen unabwählbaren Bundestagspräsidenten und Bundestagsvizepräsidenten aus Ihren Reihen installieren,  die dann wieder was tun? Die die Alternative für Deutschland mit Ordnungsrufen bombardieren werden, um uns zu diskreditieren. Aber das durchschauen die Menschen draußen, meine Damen und Herren.  Weitere Extrawürste wollen Sie braten für die Resterampe der Linken auf der linken Seite.  Die Rechtsnachfolge einer linken Gruppe soll, um Geld im System halten zu können, heute beschlossen werden. Bis vor Kurzem war die CDU/CSU noch strikt dagegen. Ich bin gespannt, wie Sie sich heute verhalten.  Sie können machen, was Sie wollen. Sie haben die Mehrheit, wir akzeptieren das. Aber Sie müssen auch wissen: Sie sind die Vergangenheit des alten, ruinierten Deutschlands, wir sind die Zukunft eines blühenden blauen Deutschlands. Das schreibe ich Ihnen ins Stammbuch.  Vielen Dank.  Als Nächster hat der Kollege Dr. Johannes Fechner von der SPD-Fraktion das Wort.
1	25.03.2025	ID21100800	Dr. Johannes Fechner (SPD)	Herr Alterspräsident! Liebe Kolleginnen und Kollegen! Geschäftsordnungsfragen werden allzu oft zu Unrecht als trocken oder langweilig abgetan. Nein, wir brauchen die Geschäftsordnung für den Deutschen Bundestag, weil das die Basis ist für unsere politische Arbeit für die Bürgerinnen und Bürger. Deswegen: Lassen Sie uns heute mit dem Beschluss der Geschäftsordnung zeigen, dass wir eine starke Demokratie haben in Deutschland, dass der Deutsche Bundestag ein starkes Parlament ist für die Bürgerinnen und Bürger, liebe Kolleginnen und Kollegen.  Und klar: Wir haben Verbesserungsbedarf, Modernisierungsbedarf bei unserer Geschäftsordnung. Ich bin froh, auch heute von der Union gehört zu haben, dass wir die große Reform, die wir ja in der Schublade haben, 70 Seiten stark, schnell – wenn es nach uns geht, noch vor der Sommerpause 2025 – im Deutschen Bundestag beschließen; denn wir haben Verbesserungsbedarf.  Anknüpfend an den Vorredner möchte ich sagen: Wir müssen dringend dafür sorgen, dass das Niveau unserer Debatten, der Kultur unserer Auseinandersetzung steigt.  Wir haben deswegen vorgesehen, dass wir die Sanktionen bei den Ordnungsrufen deutlich verschärfen. Es muss schneller und spürbar höhere Ordnungsgelder geben, wenn hier gepöbelt und gehetzt wird.  Der Deutsche Bundestag ist das Vorbild der Debattenkultur in unserem Land, und das müssen wir über die Geschäftsordnung absichern, liebe Kolleginnen und Kollegen.  Wir müssen dafür sorgen, dass wichtige Ämter bei uns nicht an unqualifiziertes Personal,  an Verfassungsfeinde oder gar, wie von der AfD vorgeschlagen, an einen rechtskräftig verurteilten Straftäter gehen, liebe Kolleginnen und Kollegen.  Deswegen werden wir dafür sorgen, dass es in der neuen Geschäftsordnung präzisere Wahlmechanismen und auch Abwahlmöglichkeiten gibt. Es muss geklärt sein, dass wir hier im Deutschen Bundestag keine Verfassungsfeinde, keine Straftäter und kein unqualifiziertes Personal in wichtigen Positionen haben, liebe Kolleginnen und Kollegen.  Das führt mich zu den AfD-Anträgen. Sie wollen die Handlungsfähigkeit des Präsidiums unterbrechen bzw. stoppen, bis alle Vizes gewählt sind. Das wäre ein Anschlag auf die Handlungsfähigkeit des Deutschen Bundestages, um es so deutlich zu sagen. Wir lassen uns nicht zwingen, Verfassungsfeinde, Straftäter und unqualifiziertes Personal zu wählen, nur um hier handlungsfähig zu sein.  Diesen Antrag werden wir genauso ablehnen wie Ihren anderen Antrag, mit dem Sie es ermöglichen wollen, die Bundestagspräsidentin mit einem ganz niedrigen Quorum abzuwählen. Ihr Vorschlag ist, dass 25 Prozent plus ein Abgeordneter, eine Abgeordnete die Bundestagspräsidentin – das ist eine wichtige Position – abwählen könnten. Das können wir nicht machen. Wir brauchen an der Spitze Kontinuität und eine klare Struktur. Deswegen werden wir auch diesen Antrag von Ihnen ablehnen.  Im Übrigen: Ihre Anträge zeigen einmal mehr, dass es Ihnen gar nicht darauf ankommt, unsere Abläufe hier zu verbessern. Nein, Sie wollen die Schlupflöcher in der Geschäftsordnung, die wir noch haben, nutzen, um unsere Abläufe verächtlich zu machen. Wir haben in Thüringen gesehen, wie Sie missbrauchen wollten, was die Geschäftsordnung dort hergibt. Das machen wir nicht mit. Wir wollen ein starkes Parlament, liebe Kolleginnen und Kollegen. Wir werden Ihre Anträge ablehnen.  Jetzt erteile ich der Kollegin Dr. Irene Mihalic von Bündnis 90/Die Grünen das Wort und möchte mich dafür entschuldigen, dass ich ihren Namen vorhin falsch ausgesprochen habe; aber wir haben hier Beamte, die mich korrigiert haben.
1	25.03.2025	ID21100900	Dr. Irene Mihalic (BÜNDNIS 90/DIE GRÜNEN)	Ganz herzlichen Dank, auch für die korrekte Aussprache, Herr Alterspräsident! Meine Damen und Herren! Zunächst einmal will ich sagen, dass meine Fraktion der Fortgeltung der Geschäftsordnung des Deutschen Bundestages und der anderen Geschäftsordnungen und Richtlinien selbstverständlich zustimmen wird, damit das Parlament und die weiteren Gremien arbeitsfähig werden. Und ebenso selbstverständlich lehnen wir die Änderungsanträge der AfD ab.  Aber auch wenn wir der Geschäftsordnung jetzt zustimmen, ist es wirklich bedauerlich, lieber Alexander Hoffmann, dass die große Reform der Geschäftsordnung des Deutschen Bundestages, die wir in der letzten Wahlperiode angestoßen und über die wir 13 Monate lang intensiv verhandelt haben, letztlich an der Union gescheitert ist.  Denn wir haben darin Regelungen vorgesehen, von denen Sie sich noch wünschen werden, dass wir sie bereits beschlossen hätten. Davon bin ich überzeugt.  Dazu gehört zum Beispiel die Verschärfung des parlamentarischen Ordnungsrechts, also zum Beispiel, dass auch Ausschussvorsitzende die Möglichkeit haben, durch Sanktionen besser auf die Einhaltung parlamentarischer Regeln zu achten,  oder zum Beispiel auch, dass wir Mindeststandards für die parlamentarische Rede festlegen, indem wir nicht dulden, dass hier im Plenum rassistische, beleidigende, sexistische und extremistische Äußerungen fallen.  Das hätte bei der Rede von Herrn Brandner eben bereits helfen können.  Ein verbesserter Minderheitenschutz, eine Stärkung des Fragewesens, zu all dem waren Sie letztlich leider nicht bereit, weil Sie noch ein paar Regelungen vorsehen wollten, die mit uns nicht zu machen waren. Da sind wir nicht zusammengekommen. Gerade jetzt, meine Damen und Herren, wo wir uns einer rechtsextremistischen, antidemokratischen AfD-Fraktion gegenübersehen,  mit allerbesten Kontakten zu den Autokraten dieser Welt, nach Russland und nach China, was eine echte Gefahr für die sensiblen Infrastrukturen des Bundestages darstellt,  gerade jetzt wäre es wichtig, wir hätten schon in der letzten Wahlperiode für mehr Resilienz des Parlaments gesorgt.  Deswegen sage ich Ihnen: Wir sind sehr gerne dazu bereit, zügig mit Ihnen ins Gespräch zu kommen, wie wir die Regeln in der Geschäftsordnung so verbessern können, dass wir die parlamentarische Demokratie besser vor ihren Feinden schützen können, meine Damen und Herren.  Dazu gehört für mich auch, dass wir der Polizei des Deutschen Bundestages endlich eine solide Rechtsgrundlage für ihre wichtige Arbeit hier im Hohen Haus geben.  Denn wir dürfen es nicht zulassen, dass Verfassungsfeinde, die sich hier mitten unter uns befinden, jeden Tag am Abbau der parlamentarischen Demokratie arbeiten  und wir dem einfach tatenlos zusehen. Wir als Fraktion Bündnis 90/Die Grünen werden das jedenfalls nicht tun.  Wenn Sie, meine Damen und Herren von der künftigen Koalition, noch unsicher sind, wie Sie auf diese ganzen Fragen blicken, sind wir selbstverständlich gerne behilflich. Also lassen Sie uns möglichst bald Gespräche über eine Reform der Geschäftsordnung aufnehmen und auch das Bundestagspolizeigesetz zügig beraten, damit die Sicherheitsmaßnahmen, die wir in der letzten Wahlperiode noch ergriffen haben, endlich durchgesetzt werden können.  Ganz herzlichen Dank.  Meine liebe Kollegin Dr. Mihalic, ich bitte auch Sie um Mäßigung bei der Charakterisierung von anderen Fraktionen und Parteien im Bundestag.  Ich erteile nun das Wort dem Kollegen Christian Görke von der Fraktion Die Linke.
1	25.03.2025	ID21101000	Christian Görke (Die Linke)	Herr Alterspräsident! Liebe Kolleginnen und Kollegen! Der neu konstituierte Bundestag braucht natürlich eine Geschäftsordnung, und deshalb werden wir dem selbstverständlich zustimmen. Klar ist aber auch, dass wir uns auf zügige Reformschritte – meine Vorrednerin und Vorredner haben es angesprochen – bei der Überarbeitung der Geschäftsordnung verständigen müssen.  Für die Linksfraktion steht ganz weit oben: Wir wollen einen transparenten Bundestag. Wir wollen faire, aber auch lebendige Debatten. Transparenz heißt für uns zum Beispiel, dass alle Ausschüsse des Deutschen Bundestages in Zukunft öffentlich tagen.  Dazu hat die sogenannte Fortschrittskoalition in der letzten Legislaturperiode – das gehört dazu, Herr Kollege Fechner – viel angekündigt, aber leider nur Halbgares hinterlassen.  Gleichzeitig muss das verfassungsrechtlich verbriefte Fragerecht der Parlamentarier gestärkt werden. Es ist das zentrale Element, um Regierungshandeln zu kontrollieren. Und wenn wir ehrlich zueinander sind: Die Regierungen in den letzten Jahren – GroKo und Ampelregierung – sind zusehends durch Nichtantworten aufgefallen oder haben sich hinter angeblichen Geheimschutzgründen versteckt. So sind in den letzten dreieinhalb Jahren so viele Antworten wie noch nie in die Geheimschutzstelle gewandert. Deshalb brauchen wir bei Nichtantworten Sanktionsmöglichkeiten des Parlaments gegenüber der Regierung, aber auch eine Stelle, angesiedelt in der Bundestagsverwaltung oder beim Präsidium, die die Einstufung einer Antwort der Bundesregierung als Geheim überprüft, bewertet und die Antwort gegebenenfalls freigibt.  Außerdem ist längst überfällig, dass das parlamentarische Fragerecht auch mit einem Akteneinsichtsrecht kombiniert wird, welches in vielen Landtagen gang und gäbe ist. Warum nicht auch im 21. Deutschen Bundestag?  Lassen Sie mich abschließend noch etwas zu den Anträgen sagen. Selbstverständlich, Herr Kollege Seidler, werden wir alles dafür tun, dass unsere nationalen Minderheiten und Sie als Person mit Ihren Rechten in diesem 21. Deutschen Bundestag gestärkt werden. Und Herr Brandner, angesichts des politischen Kalküls, mit dem Sie hier heute mit Ihren Anträgen aufwarten – irgendwie stören und hoffen, dass alle darüber reden –, muss ich Sie enttäuschen:  Diese sinnentleerten Anträge der AfD wird die Linke ablehnen.  Vielen Dank.  Ich erteile nun dem fraktionslosen Abgeordneten und Kollegen Stefan Seidler das Wort. Ich muss Sie darauf hinweisen, dass Sie nur eine Minute Redezeit haben.
